GameID,ignID,tgbdID
137,53829,3166358
138,25242,2888026
139,11609,2249095
140,82470,2014973
141,76832,1571017
142,49672,859966
143,50797,3535911
144,68892,2778655
145,56936,2023799
146,60168,1993038
147,18549,2656066
148,87241,570967
149,86365,2933052
150,77453,3337347
151,33931,265091
152,38861,1354369
153,16837,2999655
154,59188,1959539
155,58128,424419
156,53204,2582395
157,62386,933851
158,53039,1461258
159,32472,2311155
160,97937,67431
161,36255,2883832
162,24105,1186456
163,61461,1432989
164,20096,294912
165,14735,525508
166,89615,1688546
167,80401,2382974
168,75001,1928944
169,75001,1321168
170,29789,3499048
171,14476,177514
172,47808,709152
173,80038,1369546
174,90699,2502634
175,75222,2940258
176,47118,230746
177,36762,1484342
178,91295,3649274
179,20308,1246827
180,75271,1946982
181,12531,388477
182,53401,617043
183,61703,1430188
184,22932,1099095
185,65186,3403724
186,28739,2412292
187,82799,2348212
188,85659,3107666
189,95286,443119
190,35727,1268388
191,71445,2092909
192,92911,3316694
193,67275,1434405
194,84300,1610052
195,14409,796497
196,12567,1191124
197,75547,731818
198,45535,1025120
199,15338,1018016
200,31283,3074813
201,85440,2820555
202,48214,3064879
203,54453,1186868
204,42105,3640773
205,52890,282095
206,35958,1245351
207,48448,424489
208,76185,1476961
209,85918,2434044
210,55879,976036
211,54508,3400255
212,41685,678607
213,30793,931554
214,11711,2321725
215,13849,659166
216,48551,398074
217,97223,1536245
218,65421,794822
219,80393,2273911
220,20637,165157
221,13389,617177
222,74838,1554829
223,71101,2765714
224,92356,979666
225,38309,2289487
226,80509,3008977
227,27617,1489783
228,76285,1017593
229,36195,3598124
230,97103,545098
231,75825,821011
232,13895,267484
233,37118,385817
234,98604,1398238
235,70516,2079274
236,21723,3404345
237,14293,131449
238,81091,1680126
239,59712,461588
240,62008,1433338
241,44850,2317388
242,52632,3024958
243,80714,1580886
244,20518,641140
245,82299,1158623
246,49070,182859
247,65001,2250238
248,11546,148124
249,58775,2474126
250,29938,2065617
251,42126,2753331
252,92541,452901
253,50016,2735971
254,15702,210418
255,30266,1514811
256,39550,3091454
257,55168,456658
258,71745,1411954
259,32598,2887379
260,68606,348185
261,19413,1827275
262,51684,1176198
263,13842,2116778
264,20490,650922
265,61488,2637024
266,94627,2393529
267,74962,1171500
268,58241,1613452
269,73536,1847014
270,98827,306757
271,53298,1011376
272,60354,473090
273,18756,1598321
274,66545,372442
275,25614,2115682
276,96191,1722356
277,77951,1079501
278,61314,2924235
279,30004,1709637
280,98150,868830
281,12291,1414251
282,25902,3485883
283,36139,2177644
284,97349,1856144
285,75404,3633277
286,74073,2980637
287,90382,3548744
288,69071,795290
289,38978,3099025
290,62282,3273369
291,82689,612984
292,23086,1610141
293,21648,2442615
294,30239,554863
295,25366,1957826
296,75542,2020661
297,68503,1526174
298,67517,1407294
299,41999,2752104
300,64350,2254691
301,38184,3333440
302,23570,2438917
303,62197,813124
304,85782,2959285
305,32716,3460674
306,36009,3225957
307,24492,2760244
308,41232,821716
309,26942,2707796
310,24014,1121340
311,44676,1047545
312,54159,266889
313,58564,3258596
314,40459,953276
315,67090,3560120
316,67797,3217714
317,100019,852406
318,72089,770043
319,17465,3483566
320,19187,1399011
321,90751,3527689
322,34400,716216
323,22701,1973707
324,35838,3153567
325,48472,1213400
326,23279,2079839
327,48348,389888
328,36211,3455071
329,32885,644069
330,71873,36577
331,18866,3446249
332,39479,478998
333,82955,1793331
334,73841,981688
335,89840,1996051
336,50274,54332
337,85115,1606062
338,75442,1574887
339,89356,2481259
340,75621,1784787
341,96165,1724729
342,76590,1388957
343,20360,1495387
344,50142,3566900
345,82933,1062134
346,27798,3147807
347,40669,2640879
348,25043,1181545
349,101410,3275552
350,47712,1992065
351,98656,2441233
352,98731,1931852
353,45058,2281282
354,24955,477876
355,32982,822997
356,60360,2306284
357,11445,856485
358,25616,2553851
359,22092,1898236
360,45856,2531034
361,93671,2362206
362,67499,3083487
363,17822,2882662
364,24453,3401095
365,90032,3012012
366,59104,1134250
367,41093,171991
368,96240,1901399
369,66137,1722654
370,95213,2739123
371,67251,1213462
372,40758,3522482
373,73304,2962788
374,86794,2166598
375,24175,1686113
376,101032,84001
377,99224,2260031
378,38525,2720523
379,25614,1100304
380,43769,3576436
381,94807,1859099
382,48030,415847
383,60694,2214018
384,79969,3640818
385,65296,864833
386,92951,2234142
387,34487,1484872
388,20388,419762
389,97002,2934707
390,32110,3100306
391,70318,919458
392,85086,3248931
393,88208,1453475
394,76922,1692189
395,46689,3431465
396,58328,1011487
397,73294,1632902
398,76911,3444802
399,62692,483787
400,32179,1533954
401,30042,936622
402,49500,2497126
403,62805,903933
404,97269,452805
405,43716,2178382
406,10316,205924
407,70594,2717600
408,79312,2199544
409,95936,1597324
410,32406,2293080
411,95532,3305803
412,28746,1092073
413,81088,1668681
414,55360,885062
415,66966,1743312
416,76889,1408033
417,10042,2087183
418,36760,1249729
419,71231,611308
420,24587,1742024
421,71211,422288
422,75955,1936388
423,37051,3351605
424,85828,1293073
425,69055,123241
426,60297,2943676
427,75749,2935739
428,12730,2191592
429,83348,436392
430,88718,48609
431,30551,2291513
432,68652,3435585
433,99480,2442238
434,62943,1950025
435,78475,1297940
436,60493,2426738
437,50530,1740549
438,100782,2214183
439,48600,990786
440,90328,3647553
441,11819,1807856
442,65853,2035332
443,61028,1413276
444,85872,2817319
445,97153,1507438
446,28734,906905
447,44701,1056403
448,80056,2565475
449,27224,2183412
450,34161,2726893
451,77016,2486211
452,29328,1205641
453,27100,2682536
454,62151,1904894
455,75046,1424411
456,62176,247463
457,98082,94321
458,35145,904451
459,12060,2340247
460,92118,293889
461,41768,3536854
462,95178,2479098
463,98991,375209
464,53303,602573
465,80445,3078380
466,52331,740256
467,59036,1403469
468,81153,463543
469,23588,2566703
470,61590,475264
471,70805,603473
472,82331,2468806
473,69269,772459
474,50999,3354634
475,59711,2610503
476,17789,799646
477,73504,3550404
478,63724,282202
479,14125,1161143
480,86701,3586891
481,40202,318326
482,18930,2304016
483,66321,1478902
484,43240,87393
485,50283,3220974
486,97985,2914025
487,81435,675989
488,18574,1329925
489,87884,2588384
490,92722,2440879
491,71166,1041316
492,20274,1803502
493,19589,2171895
494,11886,981412
495,21482,1007104
496,101347,2109594
497,13652,2681674
498,64341,3390128
499,55110,2947327
500,38711,3230822
501,84175,946129
502,76170,3557092
503,36112,2525711
504,28202,3281937
505,32532,1915885
506,66119,2411032
507,57642,620779
508,10051,985870
509,65644,3168232
510,39574,441204
511,95688,119304
512,43142,1907540
513,49804,2777363
514,68020,298090
515,69314,1941018
516,82825,1948422
517,15061,3406023
518,69721,3237474
519,30930,2017658
520,27281,1725121
521,62355,128691
522,59495,81872
523,30478,2055815
524,35914,662946
525,27012,2907861
526,87111,3548750
527,71127,3664139
528,71133,1216914
529,55164,3075594
530,65686,1311312
531,100228,2951251
532,54192,2437388
533,26490,1688534
534,75399,2530011
535,53865,3165373
536,23734,2206272
537,94095,714073
538,90069,1909114
539,45745,1218491
540,49969,2696733
541,58307,3254580
542,50619,2517924
543,88346,1923760
544,53995,128696
545,40685,180484
546,96910,1096681
547,46915,1283896
548,71831,103091
549,19284,2744550
550,15013,2024205
551,82804,576779
552,91380,2979076
553,56318,1626990
554,89099,1129186
555,12489,2331108
556,39223,974386
557,99560,3140985
558,85623,1803115
559,44997,2658663
560,77908,1546929
561,88127,151755
562,57871,1168508
563,32355,3210946
564,38154,1492871
565,71406,2344787
566,97093,1972970
567,33066,326030
568,74066,1699643
569,18850,816023
570,28393,716315
571,101483,2634083
572,20578,801851
573,76453,1310166
574,72858,2368336
575,39596,532283
576,67757,1231744
577,40470,2847454
578,80238,3659668
579,28436,1006479
580,15744,855106
581,56113,2725698
582,81193,2195956
583,47412,2924144
584,101167,2129071
585,21138,3395680
586,19531,342012
587,18165,1608964
588,42810,2560465
589,83747,2712063
590,57080,406676
591,60165,2733865
592,98511,2906059
593,57041,644376
594,87791,2155932
595,53505,3124270
596,43834,2983431
597,26759,550396
598,19839,2653379
599,36255,3243575
600,40628,931069
601,71730,1888114
602,90453,1725229
603,58380,1038016
604,76832,1637644
605,15122,3144392
606,64615,1984029
607,27512,1539424
608,71916,3133408
609,23177,3080881
610,48493,2503804
611,45772,2510590
612,11704,1687028
613,99777,1873424
614,81739,980894
615,76228,1154773
616,15961,1242858
617,53485,3073634
618,96104,131191
619,101062,1594869
620,16062,3286005
621,67494,1104011
622,70163,1715607
623,93926,2053885
624,63685,2134542
625,88986,2079954
626,10430,240134
627,67134,1173439
628,46145,716893
629,94778,1150171
630,13674,1997407
631,74751,823438
632,57628,2755728
633,35995,2488849
634,20436,3520240
635,29491,2476771
636,100619,554081
637,44397,2439230
638,21488,793767
639,79024,950742
640,82260,2768846
641,28613,893043
642,18977,1954765
643,40669,3403416
644,92138,1439681
645,34452,2828252
646,26433,1740728
647,58711,2506400
648,73015,1053680
649,43292,1787736
650,21450,835785
651,55928,1355963
652,58815,1597342
653,45416,2316884
654,95697,2214813
655,19353,1456815
656,84481,2675785
657,82890,135936
658,16218,1775559
659,12915,708230
660,42682,633551
661,57366,1322583
662,70124,1913864
663,57656,528279
664,18247,3489136
665,94371,477156
666,20165,356146
667,35363,426282
668,23895,455006
669,83473,980980
670,70377,1810663
671,46081,706777
672,54948,1189880
673,86196,2184942
674,83270,2942031
675,80060,3532596
676,48324,1248209
677,93999,3238800
678,58498,3657548
679,25358,2477541
680,88037,2173734
681,55925,1639948
682,101347,2538790
683,46789,1518981
684,92056,2076699
685,70498,3062843
686,99524,1818986
687,95925,1020412
688,23561,109587
689,44472,1867404
690,40644,2151778
691,53978,360296
692,22033,1361486
693,35108,2716676
694,80357,526843
695,76326,96348
696,57841,710103
697,55029,1943865
698,53870,229042
699,17049,235586
700,68250,58209
701,17230,3489957
702,68174,512462
703,57264,40516
704,58511,1075405
705,30873,2459164
706,92735,3096770
707,19189,42220
708,82132,2519847
709,99103,2104375
710,21923,3249607
711,78118,803323
712,34561,2693980
713,45827,2461248
714,74139,2260339
715,54191,1888426
716,18762,214019
717,19236,825611
718,15366,3384401
719,15280,472938
720,80652,1255156
721,68551,1948979
722,59546,2490490
723,95058,2897052
724,13958,300945
725,78617,2770115
726,93129,1497307
727,32014,604164
728,88821,907756
729,57744,1046693
730,71875,2325657
731,67368,733947
732,86527,2389548
733,53918,933218
734,66524,2242221
735,56462,387114
736,70343,147242
737,81247,72177
738,73114,1455373
739,64408,1600699
740,53116,641842
741,12991,565920
742,12931,3037941
743,96708,986948
744,37203,1427253
745,89922,182826
746,74867,3096159
747,93778,3275676
748,59881,2556721
749,14198,2684167
750,78679,3600592
751,18460,1323910
752,88257,1160135
753,98375,2128223
754,74681,1175377
755,64626,127042
756,28732,979328
757,57925,2070389
758,33179,2059682
759,14784,1048564
760,53096,3238381
761,22900,2552569
762,98229,2414209
763,34346,3068217
764,95492,3640913
765,37767,2347476
766,36186,48472
767,73208,444672
768,48396,1840896
769,92655,3182233
770,64842,1822069
771,93809,626885
772,17211,880789
773,90688,3397265
774,19355,1303396
775,68609,2164034
776,86998,3106736
777,29772,366999
778,60540,3335337
779,24492,1145988
780,19612,2531444
781,46736,1024767
782,41764,307452
783,76094,387923
784,49000,2254441
785,39039,3208560
786,78005,1257948
787,52322,3612593
788,23481,128896
789,25874,793120
790,62906,503748
791,26541,2785927
792,43401,2382661
793,99183,3353288
794,56841,511981
795,29055,401320
796,14075,446556
797,13148,2415621
798,91426,302647
799,77753,3633050
800,34961,2661287
801,37297,56292
802,43435,775697
803,12891,450156
804,15524,3649807
805,96071,2353492
806,70989,3175202
807,46974,800252
808,82074,368972
809,19162,79958
810,40503,2475873
811,85735,2834457
812,64122,1611332
813,78826,837414
814,17219,1358262
815,60562,2033679
816,28288,999464
817,14082,1269245
818,30318,2186835
819,58082,1479547
820,40194,532792
821,39556,2626181
822,43940,840221
823,51129,98962
824,63654,2108915
825,61457,413969
826,51948,2528630
827,44382,2495199
828,80019,2066704
829,63189,233459
830,23818,3647300
831,27159,2585006
832,30751,190090
833,92283,3003284
834,79826,3093681
835,36274,3559871
836,99714,1824741
837,64080,3076802
838,89102,1367173
839,76634,2567690
840,97335,873178
841,53732,2882880
842,89547,3625863
843,25501,3145971
844,84956,90320
845,70672,440073
846,44827,2586407
847,101526,2287982
848,81549,643787
849,88309,660106
850,57430,3547946
851,44913,2128680
852,87044,2970640
853,14120,896368
854,95547,1325059
855,65635,1994421
856,100649,3674458
857,100264,598164
858,66314,1722758
859,12697,3110613
860,24107,1890117
861,75333,3274125
862,20030,2071642
863,76955,773009
864,42108,2912294
865,84357,2370603
866,48583,1165783
867,18315,1093319
868,34601,3130088
869,72810,1509565
870,37384,949867
871,26885,1695669
872,85553,1875538
873,53317,3106359
874,86704,1329718
875,91277,3229825
876,71917,3237244
877,63753,974166
878,22232,3269420
879,65698,1445141
880,11191,1769880
881,50828,1847598
882,24068,1958139
883,50113,959412
884,13747,2536541
885,65824,2795355
886,28172,2759889
887,16022,235998
888,23234,933358
889,59064,3406028
890,60213,112644
891,86165,2849234
892,86322,3036260
893,90481,2030182
894,32321,1664864
895,44911,2493215
896,40932,1308795
897,96273,2272483
898,80936,3387822
899,52515,2309232
900,101255,1754676
901,56113,3674417
902,98429,430256
903,12344,2657271
904,45846,1383201
905,21700,2349656
906,24464,1004347
907,65890,1416823
908,15473,596623
909,98468,2625570
910,76074,2385070
911,70058,2680698
912,58520,1564281
913,88629,2443927
914,10466,1990755
915,94080,344719
916,30497,2025338
917,82284,1632518
918,91868,2046370
919,35888,797003
920,20579,3646681
921,49583,2959193
922,12710,2785221
923,72598,1317926
924,39581,2251880
925,89638,404283
926,15562,3454809
927,11662,438644
928,50253,3066998
929,82496,2253143
930,97845,2831752
931,34202,816921
932,28773,807258
933,76867,1723346
934,83072,105301
935,64593,733620
936,50869,681386
937,72214,3580296
938,73981,1147394
939,26168,1902735
940,63555,3527030
941,32876,2309303
942,91031,2185794
943,68901,673681
944,38227,2185262
945,37272,467994
946,42113,1572332
947,35354,3315132
948,61231,632442
949,69349,2307756
950,84985,428119
951,66376,2925997
952,27160,3210164
953,29220,1882380
954,77315,314231
955,95175,1010231
956,10369,2553518
957,14040,762150
958,29171,2099565
959,69020,3613682
960,68923,1612429
961,95049,267517
962,43918,2595707
963,40668,981847
964,62996,2787265
965,53510,472224
966,72018,1050677
967,26569,3339346
968,95898,607784
969,75599,376359
970,48103,1575030
971,43431,3605999
972,95797,1168602
973,88148,796705
974,43545,509560
975,78315,2187996
976,13101,585546
977,61344,1296356
978,56125,630290
979,62549,1527655
980,17649,2891408
981,99792,3632100
982,24174,3066104
983,76459,664658
984,66684,3435197
985,21069,651266
986,77494,3500849
987,49439,2440438
988,37329,705306
989,28843,2666553
990,62955,658016
991,21654,2932534
992,26304,942147
993,82508,1006747
994,62201,510111
995,101489,2410215
996,96015,634337
997,73340,2967012
998,85468,1182711
999,85575,3279891
1000,39296,1903608
1001,95200,2086354
1002,67233,3422643
1003,77584,971394
1004,66523,2967366
1005,98710,956669
1006,48939,2691564
1007,22808,3448322
1008,54789,1765243
1009,73721,2068734
1010,32965,1504458
1011,80131,1515751
1012,100055,1239787
1013,62308,1560465
1014,58678,3457195
1015,16954,2137171
1016,14696,2681484
1017,70467,284684
1018,16581,1489387
1019,57874,1045104
1020,58745,1157738
1021,55637,3642918
1022,34699,2419094
1023,68943,2733768
1024,65346,782047
1025,57583,444155
1026,29113,559005
1027,31677,927817
1028,28267,2555546
1029,18632,2134748
1030,90306,695919
1031,47969,1731529
1032,35860,501912
1033,93465,2144630
1034,91781,189048
1035,66149,3224730
1036,13133,515028
1037,21554,3359907
1038,53461,2338380
1039,81260,3590697
1040,48646,3315283
1041,99160,3296245
1042,15028,109544
1043,21498,2273516
1044,24364,3576518
1045,90281,520485
1046,35615,1377770
1047,22046,2709148
1048,57785,1533961
1049,41247,3274891
1050,16687,2685736
1051,28298,3321065
1052,30898,2570571
1053,23450,1830282
1054,69502,371762
1055,63149,3337325
1056,69553,1885117
1057,68979,2231703
1058,43044,254457
1059,81528,368094
1060,38772,511518
1061,34489,1732309
1062,28614,666005
1063,45842,1168263
1064,42492,3519685
1065,52370,297213
1066,27108,1041584
1067,22461,2513100
1068,53732,1479550
1069,101453,2331175
1070,65545,2004623
1071,82822,2882656
1072,64553,2809259
1073,90252,1504361
1074,49838,825333
1075,12555,1636498
1076,56826,998500
1077,40847,3559256
1078,47868,79422
1079,68066,3382715
1080,37529,2024352
1081,35333,878793
1082,80906,2087039
1083,86457,2160849
1084,25652,2684560
1085,17157,1989713
1086,25888,562604
1087,70424,296572
1088,46948,3236602
1089,26485,3473634
1090,86620,3510786
1091,30694,1965096
1092,33408,3266118
1093,27812,202033
1094,26282,2578699
1095,95301,869681
1096,19143,2345824
1097,82973,1583004
1098,74551,632948
1099,32718,2011421
1100,92730,2633437
1101,24052,3251927
1102,41384,3036459
1103,15184,431161
1104,42135,2597300
1105,47223,1146314
1106,52705,1593513
1107,47319,1342057
1108,32280,3001375
1109,41107,1676300
1110,28046,908087
1111,10700,938282
1112,89811,2786046
1113,76657,1010202
1114,70707,2423874
1115,33248,470159
1116,36291,2378763
1117,45451,2451592
1118,92958,1864760
1119,98280,3382416
1120,10425,2345864
1121,58920,2024655
1122,61362,174418
1123,52686,1370730
1124,77622,1564942
1125,59004,3062964
1126,26830,3273277
1127,82387,2580358
1128,74738,2900768
1129,101239,588801
1130,19372,95766
1131,79730,176588
1132,96939,3507840
1133,14567,2966423
1134,76501,2679725
1135,77674,627933
1136,77241,2170353
1137,54369,832098
1138,23434,2131798
1139,65028,44963
1140,95001,1332510
1141,77944,2008838
1142,61318,1042166
1143,61000,1836830
1144,94416,3134430
1145,88153,1167761
1146,41258,1400183
1147,10246,2822160
1148,39838,910828
1149,47892,1088181
1150,99130,2476856
1151,21702,967437
1152,86003,761785
1153,90665,497246
1154,48753,3629264
1155,28795,2270580
1156,65966,2107649
1157,33341,403820
1158,19094,2307876
1159,51028,1796588
1160,85734,2803029
1161,76074,1180629
1162,92041,1588009
1163,92578,3408214
1164,12731,3418865
1165,63232,2509579
1166,38797,314887
1167,65869,444549
1168,63929,573469
1169,77627,564039
1170,43975,3308334
1171,30586,3632043
1172,10547,776327
1173,92430,2081496
1174,85315,3399520
1175,19011,512192
1176,94237,333868
1177,40568,2481440
1178,13518,2913541
1179,15043,2738704
1180,66596,3383619
1181,12847,1612289
1182,75876,422529
1183,29367,3470068
1184,70578,956219
1185,25661,2535717
1186,62570,1283624
1187,20263,3501001
1188,87475,1415018
1189,71548,2217134
1190,14161,3302748
1191,13675,2416095
1192,20479,1321098
1193,91381,760651
1194,61064,2771043
1195,50451,1566147
1196,36226,162897
1197,23361,1814050
1198,28245,1908695
1199,15042,1821268
1200,19695,1504432
1201,90348,2072114
1202,60269,2477088
1203,33629,1680889
1204,76990,794418
1205,29187,1798747
1206,16051,3188054
1207,17255,2878988
1208,18514,2004112
1209,62139,3450844
1210,27727,1791142
1211,16428,1338197
1212,19464,1607536
1213,14872,1817860
1214,44241,2320963
1215,80054,3114810
1216,66504,647475
1217,47398,1117809
1218,51723,2291258
1219,25572,56428
1220,35161,539759
1221,27419,3614147
1222,15610,3367320
1223,41386,2602454
1224,40860,2821788
1225,74921,1707477
1226,29302,1469597
1227,64138,3671087
1228,52506,1229010
1229,90572,311299
1230,67822,3652551
1231,26697,3288534
1232,92352,2635811
1233,22251,3614022
1234,58329,306749
1235,91472,1054554
1236,40603,3550856
1237,101294,3237382
1238,28971,873126
1239,59176,2086458
1240,87525,2521571
1241,74789,479374
1242,77114,249364
1243,77046,3306043
1244,52887,1335893
1245,21154,589358
1246,98550,393336
1247,65781,1082619
1248,72568,830089
1249,82964,946465
1250,93208,1889326
1251,45336,3469958
1252,21974,606479
1253,77455,2717824
1254,39120,812199
1255,23218,1735112
1256,59832,1123805
1257,96583,1280367
1258,73819,991268
1259,84245,780888
1260,57972,3519647
1261,67936,495342
1262,31846,2782010
1263,76313,1643599
1264,84662,3304473
1265,66304,1979812
1266,40959,608245
1267,86838,3303874
1268,97471,887975
1269,49353,34803
1270,39762,982013
1271,71245,1097878
1272,93022,893461
1273,48697,2133645
1274,86674,3190940
1275,65538,1523213
1276,20383,2046489
1277,15328,3548898
1278,95076,1099885
1279,19906,3148744
1280,45205,2094758
1281,94727,2480159
1282,29074,2978074
1283,49708,997169
1284,17412,1288476
1285,38713,1937999
1286,47561,111355
1287,48784,833186
1288,94304,438523
1289,99751,1122273
1290,13346,800392
1291,45952,346878
1292,33092,3562764
1293,42810,3147846
1294,93155,3594246
1295,52398,2181271
1296,62359,2443342
1297,11856,1104183
1298,55338,3561074
1299,90883,462212
1300,101558,1386162
1301,16030,3121456
1302,74572,91866
1303,45293,1450854
1304,73020,3638984
1305,45400,2804011
1306,49369,2622919
1307,74260,2526593
1308,37338,1669469
1309,70502,1496834
1310,40822,2862518
1311,76216,2896043
1312,90607,607622
1313,101328,2755488
1314,36553,173955
1315,59205,1152688
1316,100511,553275
1317,62395,1498447
1318,62659,3059308
1319,94252,951198
1320,25476,1070259
1321,68286,1091707
1322,76600,1214334
1323,21428,2925287
1324,91940,1418809
1325,44481,3223964
1326,19379,2006356
1327,38968,2710709
1328,12466,717877
1329,60061,3196261
1330,100713,1586759
1331,90865,1214443
1332,32682,3618081
1333,17513,1509015
1334,69836,683463
1335,79410,1604145
1336,60717,512870
1337,10697,2611504
1338,29394,3111245
1339,98698,927007
1340,70679,3652846
1341,19986,1642338
1342,24772,1539875
1343,66245,1087530
1344,64722,3319789
1345,62664,311684
1346,79613,336916
1347,52594,3332464
1348,72345,484788
1349,78164,590076
1350,35037,1191241
1351,62821,3284289
1352,92625,1234393
1353,69133,3065104
1354,79319,2854271
1355,81195,151947
1356,81088,1718920
1357,88335,1782407
1358,74354,2718239
1359,25187,433890
1360,38466,718598
1361,38875,998047
1362,92138,3100899
1363,19800,1946644
1364,56709,1326376
1365,15011,2081272
1366,49163,949014
1367,11561,2468389
1368,53389,1509675
1369,23220,2160250
1370,66276,1324682
1371,59927,3179506
1372,69962,2180162
1373,31735,2543363
1374,32324,104272
1375,58074,3405229
1376,42515,1610704
1377,65604,497671
1378,26839,2632524
1379,22566,2466393
1380,17449,2368832
1381,95127,1114969
1382,77335,474211
1383,50722,2664628
1384,74069,25044
1385,86807,2119665
1386,55352,844272
1387,50346,1298550
1388,23761,3670327
1389,96997,76071
1390,58409,2447711
1391,76611,2484999
1392,84482,142020
1393,13365,1245087
1394,79268,1378419
1395,51163,2839342
1396,45674,3616892
1397,40288,2407241
1398,32254,2712884
1399,48655,1704933
1400,47186,3155808
1401,43493,2972765
1402,43376,2823502
1403,89303,3048016
1404,71946,692274
1405,93510,3344339
1406,32666,3377281
1407,45055,1653836
1408,41460,3555412
1409,43021,2545749
1410,34132,3548573
1411,16489,1481351
1412,94873,789987
1413,20499,2857785
1414,62905,3599799
1415,29127,534215
1416,60215,1415763
1417,63316,3051303
1418,97418,232498
1419,60086,169086
1420,88489,2110444
1421,99201,2426510
1422,82792,966418
1423,69100,3212924
1424,30116,2776913
1425,74039,973624
1426,31179,2683131
1427,74987,587383
1428,84408,3375607
1429,90769,247401
1430,86609,2799900
1431,96480,2602691
1432,63792,1551762
1433,52851,3273863
1434,53639,3468480
1435,31673,1584702
1436,80225,399681
1437,87329,2713644
1438,58586,2401106
1439,37248,2273175
1440,63880,2914749
1441,98057,1335209
1442,30029,1209196
1443,89709,2288303
1444,21577,1476374
1445,48802,2888263
1446,58108,1848568
1447,41580,1622755
1448,90043,954341
1449,21639,805277
1450,82525,1808016
1451,97599,2761261
1452,28257,1003586
1453,25744,3165752
1454,60488,3293474
1455,41212,3611705
1456,72535,267097
1457,39008,3177705
1458,66452,435598
1459,25121,3280748
1460,12058,1229133
1461,30219,2839134
1462,99918,3542398
1463,62353,2358468
1464,73097,1262097
1465,96398,981120
1466,11956,3302940
1467,96407,2055225
1468,50382,151291
1469,39741,3251543
1470,53280,3521642
1471,73833,2372181
1472,78220,1445971
1473,17807,275353
1474,39641,1146136
1475,24335,87627
1476,55952,147018
1477,22296,2054969
1478,35714,690776
1479,48569,3281975
1480,92184,2842031
1481,89215,1570060
1482,13363,665890
1483,100619,2792918
1484,51359,3277364
1485,30045,1394266
1486,63483,3368304
1487,21458,216701
1488,41964,3123838
1489,42936,401387
1490,53454,924114
1491,43992,558579
1492,51413,827500
1493,57018,1595741
1494,100522,3356683
1495,49913,1718687
1496,91570,1105109
1497,80758,980901
1498,71811,68921
1499,39548,3398764
1500,85426,3230497
1501,41121,2633535
1502,64482,133174
1503,48076,2456782
1504,39390,1733920
1505,100036,951896
1506,42614,3163215
1507,32962,504249
1508,76806,1491368
1509,78994,1606365
1510,93962,2062162
1511,20126,1993045
1512,45124,2394832
1513,16868,1777858
1514,94890,1990195
1515,53174,1539485
1516,79883,809952
1517,79725,2660148
1518,24873,100245
1519,59358,3069154
1520,43955,809601
1521,63142,2733559
1522,10913,216087
1523,36941,3206678
1524,88447,409859
1525,56972,2615768
1526,75368,3640365
1527,98267,1438231
1528,84058,1787289
1529,45870,1547120
1530,87313,2137074
1531,20071,2851253
1532,57800,223841
1533,39366,2210705
1534,59170,1785737
1535,83176,1150240
1536,99777,3412357
1537,64341,333845
1538,61274,2583169
1539,67176,111310
1540,92734,773732
