GameID,Name,Genre,rating,userID
50,Pokemon Omega Ruby/Pokemon Alpha Sapphire,Role-Playing,1,9085
51,Super Mario Land 2: 6 Golden Coins,Adventure,3,3774
52,Grand Theft Auto IV,Action,5,1859
53,Gran Turismo,Racing,1,10763
54,Super Mario 3D Land,Platform,4,6577
55,Gran Turismo 5,Racing,3,399
56,Call of Duty: Modern Warfare 2,Shooter,2,14802
57,Grand Theft Auto IV,Action,4,19244
58,Super Mario All-Stars,Platform,1,550
59,Pokemon FireRed/Pokemon LeafGreen,Role-Playing,4,11000
60,Super Mario 64,Platform,3,9703
61,Just Dance 3,Misc,4,7076
62,Call of Duty: Ghosts,Shooter,3,16844
63,Halo: Reach,Shooter,4,4090
64,Mario Kart 64,Racing,2,4975
65,New Super Mario Bros. 2,Platform,5,2200
66,Halo 4,Shooter,5,6563
67,Final Fantasy VII,Role-Playing,5,17787
68,Call of Duty: Ghosts,Shooter,4,1108
69,Just Dance 2,Misc,4,18993
70,Gran Turismo 2,Racing,3,11612
71,Call of Duty 4: Modern Warfare,Shooter,3,8220
72,Donkey Kong Country,Platform,3,10557
73,Minecraft,Misc,2,17733
74,Animal Crossing: New Leaf,Simulation,5,11309
75,Mario Party DS,Misc,1,8841
76,The Elder Scrolls V: Skyrim,Role-Playing,4,4967
77,Super Mario Kart,Racing,4,12236
78,FIFA 16,Sports,3,13734
79,Wii Party,Misc,1,11778
80,Halo 2,Shooter,2,8073
81,Mario Party 8,Misc,2,11414
82,Pokemon Black 2/Pokemon White 2,Role-Playing,1,4661
83,FIFA Soccer 13,Action,5,6964
84,The Sims 3,Simulation,3,16149
85,GoldenEye 007,Shooter,2,16719
86,Mario & Sonic at the Olympic Games,Sports,2,17083
87,Final Fantasy X,Role-Playing,2,15444
88,Final Fantasy VIII,Role-Playing,4,7093
89,Pokémon Platinum Version,Role-Playing,5,10230
90,Pac-Man,Puzzle,5,13911
91,Grand Theft Auto: Liberty City Stories,Action,2,12685
92,Super Mario Galaxy 2,Platform,3,9508
93,Star Wars Battlefront (2015),Shooter,1,1084
94,Call of Duty: Advanced Warfare,Shooter,5,12548
95,The Legend of Zelda: Ocarina of Time,Action,3,19216
96,Crash Bandicoot 2: Cortex Strikes Back,Platform,1,15091
97,Super Mario Bros. 2,Platform,1,15181
98,Super Smash Bros. for Wii U and 3DS,Fighting,2,7093
99,Call of Duty: World at War,Shooter,2,10083
100,Battlefield 3,Shooter,5,13681
101,The Legend of Zelda: Twilight Princess,Action,2,5738
102,Call of Duty: Black Ops 3,Shooter,3,8839
103,Just Dance,Misc,5,114
104,Battlefield 3,Shooter,5,14607
105,Need for Speed Underground,Racing,1,18984
106,Tekken 3,Fighting,4,8934
107,Crash Bandicoot 3: Warped,Platform,5,16432
108,Super Smash Bros. Melee,Fighting,2,16621
109,Mario Kart 8,Racing,5,2267
110,Fallout 4,Role-Playing,2,2976
111,Mario Kart: Double Dash!!,Racing,4,15343
112,Just Dance 4,Misc,3,12865
113,FIFA 14,Sports,4,10320
114,Need for Speed Underground 2,Racing,3,379
115,Medal of Honor: Frontline,Shooter,3,5498
116,Uncharted 3: Drake's Deception,Action,2,19362
117,Crash Bandicoot,Platform,4,16466
118,Zumba Fitness,Sports,4,177
119,Gears of War 2,Shooter,2,13851
120,Uncharted 2: Among Thieves,Action,5,4833
121,Call of Duty 4: Modern Warfare,Shooter,2,5227
122,FIFA 12,Sports,3,4332
123,Big Brain Academy,Misc,2,2203
124,Red Dead Redemption,Action,3,14445
125,FIFA 15,Sports,2,17697
126,Donkey Kong Country Returns,Platform,5,18155
127,The Elder Scrolls V: Skyrim,Role-Playing,5,788
128,The Legend of Zelda,Action,4,1051
129,Assassin's Creed III,Action,4,11152
130,Halo: Combat Evolved,Shooter,1,3679
131,Pokémon Emerald Version,Role-Playing,2,8101
132,Kingdom Hearts,Role-Playing,3,15994
133,Pokémon Crystal Version,Role-Playing,5,15969
134,Halo 3: ODST,Shooter,5,2294
135,Red Dead Redemption,Action,1,4589
136,Super Mario Sunshine,Platform,1,13618
137,Street Fighter II: The World Warrior,Fighting,5,17353
138,World of Warcraft,Role-Playing,2,762
139,Driver,Action,3,2814
140,Kinect Sports,Sports,4,16539
141,Gears of War 3,Shooter,5,2890
142,Gears of War,Shooter,2,13144
143,Metal Gear Solid 2: Sons of Liberty,Action,5,1974
144,Sonic the Hedgehog 2,Platform,2,4030
145,Metal Gear Solid 4: Guns of the Patriots,Action,4,3994
146,Metal Gear Solid,Action,2,18703
147,The Last of Us,Action,3,18657
148,Final Fantasy XII,Role-Playing,1,10487
149,LittleBigPlanet,Platform,2,19667
150,Dragon Quest IX: Sentinels of the Starry Skies,Role-Playing,2,11407
151,LEGO Star Wars: The Complete Saga,Action,4,3279
152,Resident Evil 2,Action,4,11345
153,Tekken 2,Fighting,1,16553
154,Cooking Mama,Simulation,5,1533
155,Destiny,Shooter,5,3534
156,Tetris,Puzzle,5,6186
157,Assassin's Creed II,Action,5,2875
158,Super Smash Bros.,Fighting,4,7442
159,Assassin's Creed,Adventure,2,7787
160,Batman: Arkham City,Action,2,7732
161,Forza Motorsport 3,Racing,1,15077
162,Monster Hunter Freedom Unite,Role-Playing,2,13887
163,Super Mario Advance,Platform,3,18633
164,Mario Kart: Super Circuit,Racing,3,18884
165,Super Mario World,Platform,4,14526
166,Pokemon Stadium,Strategy,4,641
167,Call of Duty: World at War,Shooter,5,14176
168,Crash Bandicoot: The Wrath of Cortex,Platform,1,1419
169,Minecraft,Misc,3,2566
170,Final Fantasy XIII,Role-Playing,5,5294
171,Dr. Mario,Puzzle,5,4360
172,Pokemon Pinball,Misc,5,11556
173,Assassin's Creed III,Action,5,1266
174,Final Fantasy IX,Role-Playing,3,8576
175,Final Fantasy X-2,Role-Playing,2,11583
176,Donkey Kong 64,Platform,2,2683
177,Assassin's Creed II,Action,5,17168
178,Professor Layton and the Curious Village,Puzzle,3,1741
179,Tomb Raider II,Action,2,17288
180,Madden NFL 2004,Sports,3,7423
181,Dragon Quest VIII: Journey of the Cursed King,Role-Playing,1,7811
182,Diablo III,Role-Playing,2,11915
183,Super Mario Bros. 3,Platform,1,17773
184,New Super Mario Bros. U,Platform,1,9365
185,Super Mario Land 3: Wario Land,Platform,3,15537
186,FIFA Soccer 13,Action,5,552
187,The Legend of Zelda: Phantom Hourglass,Action,2,15520
188,Donkey Kong Country 2: Diddy's Kong Quest,Platform,2,13792
189,Tomodachi Life,Simulation,4,9800
190,Mario & Sonic at the Olympic Games,Sports,2,7060
191,Medal of Honor: Rising Sun,Shooter,4,19019
192,Kirby's Dream Land,Platform,5,19781
193,Fable III,Role-Playing,1,17030
194,Call of Duty: Advanced Warfare,Shooter,2,2721
195,Microsoft Flight Simulator,Simulation,2,770
196,Guitar Hero II,Misc,4,16074
197,Resident Evil 5,Action,1,82
198,Grand Theft Auto V,Action,3,10916
199,Grand Theft Auto: Vice City Stories,Action,2,3755
200,FIFA Soccer 11,Sports,4,14137
201,Super Mario Bros.,Platform,1,4062
202,Resident Evil,Action,2,15259
203,Tony Hawk's Pro Skater,Sports,5,2052
204,Super Smash Bros. for Wii U and 3DS,Fighting,5,5267
205,Warzone 2100,Strategy,1,9884
206,Spyro the Dragon,Platform,2,6577
207,Link's Crossbow Training,Shooter,2,4789
208,Guitar Hero III: Legends of Rock,Misc,4,824
209,Fallout 3,Role-Playing,3,8698
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,Role-Playing,2,3332
211,Uncharted: Drake's Fortune,Action,2,5651
212,Madden NFL 06,Sports,5,11993
213,LEGO Star Wars: The Complete Saga,Action,2,19377
214,Diddy Kong Racing,Racing,5,15557
215,Monster Hunter Freedom 3,Role-Playing,2,14405
216,Dr. Mario,Puzzle,3,16497
217,God of War III,Action,3,15679
218,StarCraft II: Wings of Liberty,Strategy,3,970
219,Assassin's Creed,Adventure,3,7207
220,FIFA 15,Sports,3,5246
221,Crash Team Racing,Racing,2,8788
222,FIFA 17,Sports,5,12061
223,Batman: Arkham City,Action,1,13743
224,Driver 2,Action,5,19672
225,The Simpsons: Hit & Run,Racing,1,12348
226,Tony Hawk's Pro Skater 2,Sports,3,9269
227,Animal Crossing: City Folk,Simulation,1,15138
228,The Lord of the Rings: The Two Towers,Action,1,9017
229,Forza Motorsport 4,Racing,4,13909
230,Tomb Raider,Action,3,18191
231,Guitar Hero III: Legends of Rock,Misc,1,9259
232,The Legend of Zelda: A Link to the Past,Action,5,10944
233,The Legend of Zelda: The Wind Waker,Action,3,5315
234,Mario & Sonic at the Olympic Winter Games,Sports,1,4355
235,Luigi's Mansion: Dark Moon,Action,2,10449
236,Splatoon,Shooter,4,3812
237,The Last of Us,Action,4,2854
238,Guitar Hero III: Legends of Rock,Misc,2,8645
239,Madden NFL 2005,Sports,5,2963
240,Pitfall!,Platform,2,4698
241,Madden NFL 07,Sports,2,982
242,Spider-Man: The Movie,Action,4,1851
243,Dragon Quest VII: Warriors of Eden,Role-Playing,5,15322
244,Uncharted: The Nathan Drake Collection,Action,3,10140
245,Call of Duty: Advanced Warfare,Shooter,1,10156
246,God of War,Action,2,3532
247,Nintendo Land,Misc,1,13861
248,Michael Jackson: The Experience,Misc,2,10836
249,Tony Hawk's Pro Skater 3,Sports,3,16097
250,Winning Eleven: Pro Evolution Soccer 2007,Sports,4,3454
251,The Elder Scrolls IV: Oblivion,Role-Playing,2,16756
252,Zelda II: The Adventure of Link,Adventure,5,6276
253,Need for Speed: Most Wanted,Racing,5,13875
254,Resistance: Fall of Man,Shooter,2,5787
255,Sonic the Hedgehog,Platform,2,481
256,Kingdom Hearts II,Role-Playing,1,532
257,FIFA 14,Sports,3,15408
258,Call of Duty: Advanced Warfare,Shooter,4,4120
259,Asteroids,Shooter,2,17484
260,Fable II,Role-Playing,4,15014
261,Halo 5: Guardians,Shooter,5,13395
262,Super Mario 3D World,Platform,3,11020
263,Batman: Arkham Asylum,Action,4,1331
264,Assassin's Creed: Revelations,Action,1,1219
265,Namco Museum,Misc,5,19324
266,Metal Gear Solid 3: Snake Eater,Action,2,8266
267,Daxter,Platform,3,7808
268,Warcraft II: Tides of Darkness,Strategy,3,18234
269,The Legend of Zelda: Ocarina of Time,Action,5,16758
270,FIFA Soccer 06,Sports,1,13142
271,EyeToy Play,Misc,4,11321
272,Uncharted 4: A Thief's End,Shooter,3,2602
273,Gran Turismo 5 Prologue,Racing,2,4340
274,Assassin's Creed: Revelations,Action,2,6217
275,Street Fighter IV,Fighting,3,5831
276,FIFA 12,Sports,1,67
277,Teenage Mutant Ninja Turtles,Action,2,18922
278,Excitebike,Racing,5,6464
279,Frogger,Action,3,3941
280,Madden NFL 2003,Sports,3,4166
281,Watch Dogs,Action,1,11686
282,Half-Life,Shooter,3,15745
283,Super Mario World 2: Yoshi's Island,Platform,1,11901
284,FIFA Soccer 07,Sports,3,17079
285,The Legend of Zelda: Skyward Sword,Action,2,703
286,Street Fighter II Turbo,Fighting,3,18888
287,Carnival Games,Misc,5,15019
288,Fallout 4,Role-Playing,1,1030
289,World of Warcraft: The Burning Crusade,Role-Playing,5,12439
290,Fallout: New Vegas,Role-Playing,2,4194
291,God of War II,Action,3,6112
292,Forza Motorsport 2,Racing,4,18746
293,World Soccer Winning Eleven 9,Sports,2,14130
294,Namco Museum Vol.3,Misc,1,5932
295,Tekken Tag Tournament,Fighting,1,10134
296,Far Cry 4,Shooter,4,4829
297,Star Fox 64,Shooter,5,17251
298,Minecraft,Misc,2,13988
299,Golf,Sports,5,181
300,Fallout 3,Role-Playing,3,13359
301,Professor Layton and the Diabolical Box,Puzzle,5,3299
302,Left 4 Dead 2,Shooter,2,9642
303,Namco Museum: 50th Anniversary,Misc,1,17645
304,EA Sports Active,Sports,4,15573
305,Assassin's Creed: Unity,Action,5,17435
306,Donkey Kong Land,Platform,2,587
307,Tony Hawk's Underground,Sports,3,19620
308,Assassin's Creed IV: Black Flag,Action,2,11469
309,Monster Hunter 4 Ultimate,Role-Playing,1,19163
310,MotorStorm,Racing,4,3490
311,The Elder Scrolls V: Skyrim,Role-Playing,5,12352
312,Tekken 5,Fighting,4,18148
313,Dragon Warrior III,Role-Playing,3,3526
314,Sports Champions,Sports,4,15459
315,NBA 2K16,Sports,3,13843
316,World Soccer Winning Eleven 8 International,Sports,3,17279
317,Flash Focus: Vision Training in Minutes a Day,Misc,2,12902
318,Namco Museum Vol.1,Misc,1,15777
319,The Legend of Zelda: Link's Awakening,Action,3,17899
320,Mario & Luigi: Bowser's Inside Story,Role-Playing,1,722
321,Big Brain Academy: Wii Degree,Misc,2,16275
322,Nintendogs + cats,Simulation,4,12971
323,Batman: Arkham Knight,Action,2,9985
324,Mario & Sonic at the London 2012 Olympic Games,Sports,2,9980
325,LEGO Indiana Jones: The Original Adventures,Action,5,10976
326,Resident Evil Director's Cut,Action,2,15102
327,Ratchet & Clank: Size Matters,Platform,3,4279
328,Just Dance 2014,Misc,2,1234
329,The Sims: Unleashed,Simulation,1,710
330,Super Paper Mario,Platform,2,15099
331,Harry Potter and the Sorcerer's Stone,Action,3,16627
332,The Witcher 3: Wild Hunt,Role-Playing,3,10146
333,Resident Evil 3: Nemesis,Action,3,14929
334,Spyro: Year of the Dragon,Platform,3,10758
335,FIFA Soccer 2005,Sports,5,17725
336,Pokémon Trading Card Game,Strategy,5,4878
337,Battlefield 4,Shooter,2,6176
338,MySims,Simulation,5,7649
339,Friend Collection,Misc,5,16982
340,Tony Hawk's Pro Skater 4,Sports,3,7014
341,Midnight Club 3: DUB Edition,Racing,4,15885
342,Banjo-Kazooie,Platform,1,11767
343,SOCOM: U.S. Navy SEALs,Shooter,5,11462
344,Guitar Hero: World Tour,Misc,4,8382
345,Gran Turismo 6,Racing,2,15300
346,Jak and Daxter: The Precursor Legacy,Platform,1,2411
347,Pokemon Snap,Simulation,1,3450
348,FIFA Soccer 10,Sports,1,9971
349,Pro Evolution Soccer 2008,Sports,2,1504
350,Call of Duty: Ghosts,Shooter,3,18287
351,Resident Evil 4,Action,5,12962
352,Tom Clancy's The Division,Shooter,2,6003
353,Star Wars: Battlefront,Shooter,3,17339
354,Doom II: Hell on Earth,Shooter,1,15644
355,The Simpsons: Road Rage,Racing,2,16270
356,Cooking Mama 2: Dinner With Friends,Simulation,5,8092
357,Luigi's Mansion,Action,2,17490
358,Star Wars: Battlefront II,Shooter,4,5981
359,WWF SmackDown!,Fighting,3,9039
360,Croc: Legend of the Gobbos,Platform,1,2248
361,Grand Theft Auto: Liberty City Stories,Action,1,11202
362,The Getaway,Action,1,13385
363,Tomb Raider III: Adventures of Lara Croft,Action,3,12382
364,James Bond 007: Agent Under Fire,Shooter,1,3214
365,LEGO Star Wars: The Video Game,Action,4,6788
366,Battlefield 4,Shooter,3,13234
367,FIFA Soccer 11,Sports,1,10730
368,Rugrats in Paris: The Movie,Action,3,4312
369,Spyro 2: Ripto's Rage!,Platform,4,13117
370,Left 4 Dead,Shooter,3,2554
371,Mario & Sonic at the Olympic Winter Games,Sports,5,4297
372,Resident Evil 5,Action,5,2290
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,Platform,5,5050
374,Assassin's Creed: Brotherhood,Action,5,16328
375,Kung Fu,Action,4,17573
376,Batman: Arkham Asylum,Action,1,14723
377,Clubhouse Games,Misc,5,19235
378,FIFA Soccer 2004,Sports,1,9650
379,Star Wars Battlefront (2015),Shooter,4,19411
380,Battlefield: Bad Company 2,Shooter,5,14804
381,Guitar Hero: On Tour,Misc,1,3260
382,Assassin's Creed: Unity,Action,1,15838
383,Far Cry 3,Shooter,1,9616
384,Monster Hunter 4,Role-Playing,1,12068
385,Borderlands,Shooter,3,13860
386,Tekken 4,Fighting,3,8375
387,Battlefield 4,Shooter,3,15488
388,LittleBigPlanet 2,Platform,5,16304
389,Grand Theft Auto 2,Action,3,2616
390,Final Fantasy III,Role-Playing,1,14252
391,Spider-Man 2,Action,5,6508
392,F-1 Race,Racing,4,5282
393,FIFA Soccer 2003,Sports,3,5261
394,Crash Bash,Misc,3,13537
395,LEGO Batman: The Videogame,Action,1,4504
396,Metal Gear Solid V: The Phantom Pain,Action,1,6544
397,The Legend of Zelda: Spirit Tracks,Action,5,7256
398,WWF War Zone,Fighting,4,373
399,The Legend of Zelda: Majora's Mask,Action,1,11839
400,Professor Layton and the Unwound Future,Puzzle,5,15712
401,Rugrats: Search For Reptar,Adventure,3,10430
402,Assassin's Creed IV: Black Flag,Action,2,654
403,English Training: Have Fun Improving Your Skills!,Misc,2,9941
404,James Bond 007: Nightfire,Shooter,2,5938
405,Ratchet & Clank,Platform,5,6568
406,Mario Party 9,Misc,3,11568
407,Star Wars Episode III: Revenge of the Sith,Action,1,16338
408,Max Payne,Shooter,3,5795
409,The Lord of the Rings: The Return of the King,Action,4,5256
410,Assassin's Creed Syndicate,Action,4,14966
411,Destiny,Shooter,4,12375
412,True Crime: Streets of LA,Action,5,692
413,Wii Music,Misc,3,12765
414,Gran Turismo (PSP),Racing,3,6338
415,Monster Hunter X,Action,3,16956
416,Tekken,Fighting,4,1526
417,FIFA 16,Sports,2,11565
418,L.A. Noire,Adventure,4,12843
419,Madden NFL 16,Sports,4,15370
420,Yokai Watch 2 Ganso/Honke,Role-Playing,2,8215
421,007: Tomorrow Never Dies,Shooter,5,5488
422,Baseball,Sports,2,5936
423,Killer Instinct,Fighting,1,19541
424,WWF SmackDown! 2: Know Your Role,Fighting,4,11097
425,Crisis Core: Final Fantasy VII,Role-Playing,1,10371
426,God of War: Chains of Olympus,Action,5,11709
427,Dragon Quest VI: Maboroshi no Daichi,Role-Playing,2,5037
428,Dance Central,Misc,3,9968
429,Enter the Matrix,Action,1,12454
430,Super Mario Maker,Platform,4,12086
431,Fallout: New Vegas,Role-Playing,2,2684
432,LEGO Batman: The Videogame,Action,3,5131
433,Rhythm Heaven,Misc,2,2715
434,Ace Combat 04: Shattered Skies,Simulation,2,5281
435,Club Penguin: Elite Penguin Force,Adventure,1,14816
436,Animal Crossing,Simulation,3,2336
437,LEGO Batman: The Videogame,Action,1,13819
438,Sonic Rush,Platform,5,9267
439,Resident Evil 6,Shooter,2,5039
440,Halo: The Master Chief Collection,Shooter,1,5849
441,FIFA Soccer 08,Sports,1,18696
442,Spider-Man,Action,3,3271
443,Need for Speed III: Hot Pursuit,Racing,1,13789
444,Star Wars Episode I Racer,Racing,5,14379
445,Personal Trainer: Cooking,Misc,3,8731
446,The Elder Scrolls IV: Oblivion,Role-Playing,5,11737
447,Dragon Warrior IV,Role-Playing,4,13815
448,Heavy Rain,Adventure,3,7502
449,Mass Effect 2,Role-Playing,2,10347
450,FIFA 15,Sports,2,5325
451,Dragon Ball Z: Budokai,Fighting,5,4907
452,Madden NFL 2002,Sports,5,1860
453,World Class Track Meet,Sports,4,11649
454,Borderlands 2,Shooter,1,12141
455,The Legend of Zelda: A Link Between Worlds,Action,5,2496
456,Donkey Kong,Platform,4,5319
457,The Sims: Vacation,Simulation,4,6204
458,Mass Effect 3,Role-Playing,1,4328
459,Kung Fu Panda,Action,5,19700
460,Far Cry 3,Shooter,3,9275
461,Epic Mickey,Platform,3,6064
462,Saints Row 2,Action,3,8212
463,Rayman,Platform,2,11783
464,Killzone 2,Shooter,3,3501
465,Tom Clancy's Splinter Cell,Action,4,16924
466,Mike Tyson's Punch-Out!!,Fighting,2,5197
467,WWE SmackDown! Shut Your Mouth,Sports,3,12047
468,Gears of War: Ultimate Edition,Shooter,4,19938
469,NBA 2K13,Sports,3,722
470,Dragon Ball Z: Budokai Tenkaichi 3,Fighting,1,15533
471,wwe Smackdown vs. Raw 2006,Fighting,4,11501
472,Middle-Earth: Shadow of Mordor,Action,3,3914
473,Star Fox,Shooter,5,3293
474,The Sims: Livin Large,Misc,4,13585
475,World Soccer Winning Eleven 6 International,Sports,5,11910
476,Devil May Cry,Action,1,8433
477,Animal Crossing: Happy Home Designer,Simulation,4,10634
478,Battlefield: Bad Company 2,Shooter,2,19780
479,The Sims 4,Simulation,5,5500
480,Star Wars: The Old Republic,Role-Playing,3,11284
481,Sonic Heroes,Platform,4,11012
482,Kirby Super Star Ultra,Platform,3,11458
483,Hitman 2: Silent Assassin,Action,4,12620
484,Street Fighter IV,Fighting,3,14049
485,Wave Race 64,Racing,4,13525
486,SOCOM II: U.S. Navy SEALs,Shooter,4,3773
487,WWE SmackDown! vs. RAW 2006,Fighting,3,7648
488,inFAMOUS,Action,3,10900
489,Pac-Man Collection,Puzzle,1,17090
490,Mass Effect,Role-Playing,5,13342
491,WarioWare: Smooth Moves,Puzzle,1,16501
492,Cooking Mama: Cook Off,Simulation,3,13609
493,Super Mario World 2: Yoshi's Island,Platform,2,8286
494,FIFA 14,Sports,2,2355
495,Titanfall,Shooter,2,15942
496,Sonic Mega Collection Plus,Misc,2,10838
497,Sega Superstars Tennis,Sports,2,8536
498,World Soccer Winning Eleven 7 International,Sports,2,6983
499,Need for Speed: Most Wanted,Racing,1,72
500,Hot Shots Golf 3,Sports,2,9183
501,Call of Duty: Finest Hour,Shooter,2,3116
502,Zumba Fitness 2,Sports,4,19418
503,Syphon Filter,Shooter,3,331
504,Imagine: Babyz,Simulation,2,4957
505,Colin McRae Rally,Racing,2,19675
506,Call of Duty: Ghosts,Shooter,5,1998
507,Madden NFL 13,Sports,5,8955
508,The Elder Scrolls III: Morrowind,Role-Playing,4,4799
509,Mortal Kombat,Fighting,4,3395
510,F-Zero,Racing,5,9252
511,Yoshi's Story,Platform,2,14367
512,Command & Conquer: Red Alert,Strategy,5,14481
513,Skylanders: Spyro's Adventure,Action,2,10019
514,FIFA 16,Sports,3,11651
515,Assassin's Creed: Brotherhood,Action,3,7431
516,BioShock,Shooter,4,8180
517,Madden NFL 10,Sports,3,15245
518,Medal of Honor,Shooter,3,5210
519,WWE SmackDown! vs. Raw,Fighting,1,12956
520,Metroid Prime,Shooter,1,11381
521,Finding Nemo,Action,1,3718
522,Myst,Adventure,4,15784
523,Need for Speed: Hot Pursuit,Racing,5,7590
524,Imagine: Fashion Designer,Simulation,2,19258
525,WWE SmackDown! Here Comes the Pain,Fighting,5,5175
526,Star Wars: The Force Unleashed,Action,5,3915
527,Yoshi's Island DS,Platform,4,6779
528,Hot Shots Golf,Sports,3,5017
529,Killzone 3,Shooter,1,1497
530,A Bug's Life,Platform,5,15332
531,WWF SmackDown! Just Bring It,Fighting,2,828
532,Dragon Quest V: Tenkuu no Hanayome,Role-Playing,2,17935
533,Mortal Kombat Trilogy,Fighting,4,6351
534,Battlefield 3,Shooter,4,13857
535,NBA Street,Sports,5,6874
536,Professor Layton and the Last Specter,Puzzle,3,6774
537,Monster Hunter Tri,Role-Playing,3,8415
538,Jak II,Platform,2,19979
539,inFAMOUS: Second Son,Action,3,1897
540,Ratchet & Clank: Going Commando,Platform,5,10759
541,Tekken 6,Fighting,5,5391
542,The Sims,Simulation,5,6818
543,Sonic and the Secret Rings,Platform,3,16957
544,Saints Row: The Third,Action,5,10799
545,Missile Command,Shooter,2,3976
546,Mario Paint,Misc,2,8441
547,Assassin's Creed IV: Black Flag,Action,5,17646
548,Pokémon Stadium 2,Strategy,4,11020
549,Metroid,Action,5,13368
550,L.A. Noire,Adventure,2,11476
551,Call of Duty 3,Shooter,4,15453
552,The Legend of Zelda: A Link to the Past,Action,4,13175
553,Onimusha: Warlords,Action,2,12067
554,Mortal Kombat X,Fighting,1,3092
555,Mario Party,Misc,5,6664
556,Madden NFL 12,Sports,2,5089
557,LEGO Star Wars II: The Original Trilogy,Action,3,17852
558,Madden NFL 11,Sports,1,9183
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,Puzzle,5,16178
560,Skate 3,Sports,5,16402
561,Burnout 3: Takedown,Racing,1,3416
562,Yokai Watch 2 Shinuchi,Role-Playing,5,406
563,Need for Speed: Shift,Racing,1,9177
564,Final Fantasy XIII-2,Role-Playing,1,2909
565,Mortal Kombat,Fighting,2,18727
566,Call Of Duty 2: Big Red One,Shooter,3,12293
567,Guitar Hero: World Tour,Misc,3,6399
568,Medal of Honor,Shooter,4,2579
569,Fable,Role-Playing,4,18651
570,Hannah Montana,Action,2,1826
571,Tom Clancy's Splinter Cell,Action,5,18648
572,Skylanders Giants,Action,2,14539
573,Medal of Honor Heroes,Shooter,3,19302
574,Super Mario Bros.: The Lost Levels,Platform,2,14457
575,Star Wars: Shadows of the Empire,Action,2,5440
576,LEGO Star Wars: The Complete Saga,Action,5,19622
577,Midnight Club: Street Racing,Racing,1,565
578,Pac-Man: Adventures in Time,Fighting,1,16491
579,Halo Wars,Strategy,3,5516
580,God of War Collection,Action,5,9247
581,ESPN NFL 2K5,Sports,3,18053
582,Mario Strikers Charged,Sports,5,18133
583,Medal of Honor,Shooter,3,15104
584,FIFA Soccer 10,Sports,5,12790
585,NBA 2K12,Sports,4,9389
586,Style Savvy,Simulation,1,12195
587,Harry Potter and the Chamber of Secrets,Action,5,12711
588,Super Mario All-Stars: Limited Edition,Platform,2,15181
589,Streets of Rage,Action,4,1568
590,FIFA Soccer 09,Sports,5,15017
591,Ratchet & Clank Future: Tools of Destruction,Platform,5,8741
592,NBA Live 2005,Sports,5,3233
593,LittleBigPlanet,Platform,5,13935
594,Killzone: Shadow Fall,Shooter,3,13624
595,Ghostbusters: The Video Game (DS Version),Action,1,2725
596,Monster Hunter Freedom 2,Role-Playing,5,16335
