userID,GameID,Publisher
12685,91,Take-Two Interactive
9508,92,Nintendo
1084,93,Electronic Arts
12548,94,Activision
19216,95,Nintendo
15091,96,Sony Computer Entertainment
15181,97,Nintendo
7093,98,Nintendo
10083,99,Activision
13681,100,Electronic Arts
5738,101,Nintendo
8839,102,Activision
114,103,Ubisoft
14607,104,Electronic Arts
18984,105,Electronic Arts
8934,106,Sony Computer Entertainment
16432,107,Sony Computer Entertainment
16621,108,Nintendo
2267,109,Nintendo
2976,110,Bethesda Softworks
15343,111,Nintendo
12865,112,Ubisoft
10320,113,Electronic Arts
379,114,Electronic Arts
5498,115,Electronic Arts
19362,116,Sony Computer Entertainment
16466,117,Sony Computer Entertainment
177,118,505 Games
13851,119,Microsoft Game Studios
4833,120,Sony Computer Entertainment
5227,121,Activision
4332,122,Electronic Arts
2203,123,Nintendo
14445,124,Take-Two Interactive
17697,125,Electronic Arts
18155,126,Nintendo
788,127,Bethesda Softworks
1051,128,Nintendo
11152,129,Ubisoft
3679,130,Microsoft Game Studios
8101,131,Nintendo
15994,132,Sony Computer Entertainment
15969,133,Nintendo
2294,134,Microsoft Game Studios
4589,135,Take-Two Interactive
13618,136,Nintendo
17353,137,Capcom
762,138,Activision
2814,139,GT Interactive
16539,140,Microsoft Game Studios
2890,141,Microsoft Game Studios
13144,142,Microsoft Game Studios
1974,143,Konami Digital Entertainment
4030,144,Sega
3994,145,Konami Digital Entertainment
18703,146,Konami Digital Entertainment
18657,147,Sony Computer Entertainment Europe
10487,148,Square Enix
19667,149,Sony Computer Entertainment
11407,150,Nintendo
3279,151,LucasArts
11345,152,Virgin Interactive
16553,153,Sony Computer Entertainment
1533,154,505 Games
3534,155,Activision
6186,156,Nintendo
2875,157,Ubisoft
7442,158,Nintendo
7787,159,Ubisoft
7732,160,Warner Bros. Interactive Entertainment
15077,161,Microsoft Game Studios
13887,162,Capcom
18633,163,Nintendo
18884,164,Nintendo
14526,165,Nintendo
641,166,Nintendo
14176,167,Activision
1419,168,Universal Interactive
2566,169,Sony Computer Entertainment
5294,170,Square Enix
4360,171,Nintendo
11556,172,Nintendo
1266,173,Ubisoft
8576,174,SquareSoft
11583,175,Electronic Arts
2683,176,Nintendo
17168,177,Ubisoft
1741,178,Nintendo
17288,179,Eidos Interactive
7423,180,Electronic Arts
7811,181,Square Enix
11915,182,Activision
17773,183,Nintendo
9365,184,Nintendo
15537,185,Nintendo
552,186,Electronic Arts
15520,187,Nintendo
13792,188,Nintendo
9800,189,Nintendo
7060,190,Sega
19019,191,Electronic Arts
19781,192,Nintendo
17030,193,Microsoft Game Studios
2721,194,Activision
770,195,Microsoft Game Studios
16074,196,RedOctane
82,197,Capcom
10916,198,Take-Two Interactive
3755,199,Take-Two Interactive
14137,200,Electronic Arts
4062,201,Nintendo
15259,202,Virgin Interactive
2052,203,Activision
5267,204,Nintendo
9884,205,Eidos Interactive
6577,206,Sony Computer Entertainment
4789,207,Nintendo
824,208,Activision
8698,209,Bethesda Softworks
3332,210,Nintendo
5651,211,Sony Computer Entertainment
11993,212,Electronic Arts
19377,213,LucasArts
15557,214,Nintendo
14405,215,Capcom
16497,216,Nintendo
15679,217,Sony Computer Entertainment
970,218,Activision
7207,219,Ubisoft
5246,220,Electronic Arts
8788,221,Sony Computer Entertainment
12061,222,Electronic Arts
13743,223,Warner Bros. Interactive Entertainment
19672,224,Atari
12348,225,Vivendi Games
9269,226,Activision
15138,227,Nintendo
9017,228,Electronic Arts
13909,229,Microsoft Game Studios
18191,230,Eidos Interactive
9259,231,Activision
10944,232,Nintendo
5315,233,Nintendo
4355,234,Sega
10449,235,Nintendo
3812,236,Nintendo
2854,237,Sony Computer Entertainment
8645,238,Activision
2963,239,Electronic Arts
4698,240,Activision
982,241,Electronic Arts
1851,242,Activision
15322,243,Enix Corporation
10140,244,Sony Computer Entertainment
10156,245,Activision
3532,246,Sony Computer Entertainment
13861,247,Nintendo
10836,248,Ubisoft
16097,249,Activision
3454,250,Konami Digital Entertainment
16756,251,Take-Two Interactive
6276,252,Nintendo
13875,253,Electronic Arts
5787,254,Sony Computer Entertainment
481,255,Sega
532,256,Square Enix
15408,257,Electronic Arts
4120,258,Activision
17484,259,Atari
15014,260,Microsoft Game Studios
13395,261,Microsoft Game Studios
11020,262,Nintendo
1331,263,Eidos Interactive
1219,264,Ubisoft
19324,265,Namco Bandai Games
8266,266,Konami Digital Entertainment
7808,267,Sony Computer Entertainment
18234,268,Activision
16758,269,Nintendo
13142,270,Electronic Arts
11321,271,Sony Computer Entertainment
2602,272,Sony Computer Entertainment
4340,273,Sony Computer Entertainment
6217,274,Ubisoft
5831,275,Capcom
67,276,Electronic Arts
18922,277,Palcom
6464,278,Nintendo
3941,279,Hasbro Interactive
4166,280,Electronic Arts
11686,281,Ubisoft
15745,282,Vivendi Games
11901,283,Nintendo
17079,284,Electronic Arts
703,285,Nintendo
18888,286,Capcom
15019,287,Take-Two Interactive
1030,288,Bethesda Softworks
12439,289,Activision
4194,290,Bethesda Softworks
6112,291,Sony Computer Entertainment
18746,292,Microsoft Game Studios
14130,293,Konami Digital Entertainment
5932,294,Sony Computer Entertainment
10134,295,Namco Bandai Games
4829,296,Ubisoft
17251,297,Nintendo
13988,298,Sony Computer Entertainment Europe
181,299,Nintendo
13359,300,Bethesda Softworks
3299,301,Nintendo
9642,302,Electronic Arts
17645,303,Namco Bandai Games
15573,304,Electronic Arts
17435,305,Ubisoft
587,306,Nintendo
19620,307,Activision
11469,308,Ubisoft
19163,309,Nintendo
3490,310,Sony Computer Entertainment
12352,311,Bethesda Softworks
18148,312,Namco Bandai Games
3526,313,Enix Corporation
15459,314,Sony Computer Entertainment
13843,315,Take-Two Interactive
17279,316,Konami Digital Entertainment
12902,317,Nintendo
15777,318,Sony Computer Entertainment
17899,319,Nintendo
722,320,Nintendo
16275,321,Nintendo
12971,322,Nintendo
9985,323,Warner Bros. Interactive Entertainment
9980,324,Sega
10976,325,Activision
15102,326,Virgin Interactive
4279,327,Sony Computer Entertainment
1234,328,Ubisoft
710,329,Electronic Arts
15099,330,Nintendo
16627,331,Electronic Arts
10146,332,Namco Bandai Games
14929,333,Eidos Interactive
10758,334,Sony Computer Entertainment
17725,335,Electronic Arts
4878,336,Nintendo
6176,337,Electronic Arts
7649,338,Electronic Arts
16982,339,Nintendo
7014,340,Activision
15885,341,Take-Two Interactive
11767,342,Nintendo
11462,343,Sony Computer Entertainment
8382,344,Activision
15300,345,Sony Computer Entertainment
2411,346,Sony Computer Entertainment
3450,347,Nintendo
9971,348,Electronic Arts
1504,349,Konami Digital Entertainment
18287,350,Activision
12962,351,Capcom
6003,352,Ubisoft
17339,353,LucasArts
15644,354,Virgin Interactive
16270,355,Electronic Arts
8092,356,505 Games
17490,357,Nintendo
5981,358,LucasArts
9039,359,THQ
2248,360,Fox Interactive
11202,361,Take-Two Interactive
13385,362,Sony Computer Entertainment
12382,363,Eidos Interactive
3214,364,Electronic Arts
6788,365,Eidos Interactive
13234,366,Electronic Arts
10730,367,Electronic Arts
4312,368,THQ
13117,369,Sony Computer Entertainment
2554,370,Electronic Arts
4297,371,Sega
2290,372,Capcom
5050,373,Nintendo
16328,374,Ubisoft
17573,375,Nintendo
14723,376,Eidos Interactive
19235,377,Nintendo
9650,378,Electronic Arts
19411,379,Electronic Arts
14804,380,Electronic Arts
3260,381,Activision
15838,382,Ubisoft
9616,383,Ubisoft
12068,384,Capcom
13860,385,Take-Two Interactive
8375,386,Namco Bandai Games
15488,387,Electronic Arts
16304,388,Sony Computer Entertainment
2616,389,Take-Two Interactive
14252,390,SquareSoft
6508,391,Activision
5282,392,Nintendo
5261,393,Electronic Arts
13537,394,Sony Computer Entertainment
4504,395,Warner Bros. Interactive Entertainment
6544,396,Konami Digital Entertainment
7256,397,Nintendo
373,398,Acclaim Entertainment
11839,399,Nintendo
15712,400,Nintendo
10430,401,THQ
654,402,Ubisoft
9941,403,Nintendo
5938,404,Electronic Arts
6568,405,Sony Computer Entertainment
11568,406,Nintendo
16338,407,LucasArts
5795,408,Take-Two Interactive
5256,409,Electronic Arts
14966,410,Ubisoft
12375,411,Activision
692,412,Activision
12765,413,Nintendo
6338,414,Sony Computer Entertainment
16956,415,Capcom
1526,416,Sony Computer Entertainment
11565,417,Electronic Arts
12843,418,Take-Two Interactive
15370,419,Electronic Arts
8215,420,Nintendo
5488,421,Electronic Arts
5936,422,Nintendo
19541,423,Nintendo
11097,424,THQ
10371,425,Square Enix
11709,426,Sony Computer Entertainment
5037,427,Enix Corporation
9968,428,MTV Games
12454,429,Atari
12086,430,Nintendo
2684,431,Bethesda Softworks
5131,432,Warner Bros. Interactive Entertainment
2715,433,Nintendo
5281,434,Sony Computer Entertainment Europe
14816,435,Disney Interactive Studios
2336,436,Nintendo
13819,437,Warner Bros. Interactive Entertainment
9267,438,Sega
5039,439,Capcom
5849,440,Microsoft Game Studios
18696,441,Electronic Arts
3271,442,Activision
13789,443,Electronic Arts
14379,444,Nintendo
8731,445,Nintendo
11737,446,Ubisoft
13815,447,Enix Corporation
7502,448,Sony Computer Entertainment
10347,449,Electronic Arts
5325,450,Electronic Arts
4907,451,Atari
1860,452,Electronic Arts
11649,453,Namco Bandai Games
12141,454,Take-Two Interactive
2496,455,Nintendo
5319,456,Nintendo
6204,457,Electronic Arts
4328,458,Electronic Arts
19700,459,Activision
9275,460,Ubisoft
6064,461,Disney Interactive Studios
8212,462,THQ
11783,463,Ubisoft
3501,464,Sony Computer Entertainment
16924,465,Ubisoft
5197,466,Nintendo
12047,467,THQ
19938,468,Microsoft Game Studios
722,469,Take-Two Interactive
15533,470,Atari
11501,471,N/A
3914,472,Warner Bros. Interactive Entertainment
3293,473,Nintendo
13585,474,Electronic Arts
11910,475,Konami Digital Entertainment
8433,476,Capcom
10634,477,Nintendo
19780,478,Electronic Arts
5500,479,Electronic Arts
11284,480,Electronic Arts
11012,481,Sega
11458,482,Nintendo
12620,483,Eidos Interactive
14049,484,Capcom
13525,485,Nintendo
3773,486,Sony Computer Entertainment
7648,487,THQ
10900,488,Sony Computer Entertainment
17090,489,Atari
13342,490,Microsoft Game Studios
16501,491,Nintendo
13609,492,505 Games
8286,493,Nintendo
2355,494,Electronic Arts
15942,495,Electronic Arts
10838,496,Sega
8536,497,Sega
6983,498,Konami Digital Entertainment
72,499,Electronic Arts
9183,500,Sony Computer Entertainment
3116,501,Activision
19418,502,Majesco Entertainment
331,503,Sony Computer Entertainment
4957,504,Ubisoft
19675,505,Codemasters
1998,506,Activision
8955,507,Electronic Arts
4799,508,Ubisoft
3395,509,Warner Bros. Interactive Entertainment
9252,510,Nintendo
14367,511,Nintendo
14481,512,Virgin Interactive
10019,513,Activision
11651,514,Electronic Arts
7431,515,Ubisoft
8180,516,Take-Two Interactive
15245,517,Electronic Arts
5210,518,Electronic Arts
12956,519,THQ
11381,520,Nintendo
3718,521,THQ
15784,522,Red Orb
7590,523,Electronic Arts
19258,524,Ubisoft
5175,525,THQ
3915,526,LucasArts
6779,527,Nintendo
5017,528,Sony Computer Entertainment
1497,529,Sony Computer Entertainment
15332,530,Sony Computer Entertainment
828,531,THQ
17935,532,Enix Corporation
6351,533,GT Interactive
13857,534,Electronic Arts
6874,535,Electronic Arts
6774,536,Nintendo
8415,537,Nintendo
19979,538,Sony Computer Entertainment
1897,539,Sony Computer Entertainment
10759,540,Sony Computer Entertainment
5391,541,Namco Bandai Games
6818,542,Electronic Arts
16957,543,Sega
10799,544,THQ
3976,545,Atari
8441,546,Nintendo
17646,547,Ubisoft
11020,548,Nintendo
13368,549,Nintendo
11476,550,Take-Two Interactive
15453,551,Activision
13175,552,Nintendo
12067,553,Virgin Interactive
3092,554,Warner Bros. Interactive Entertainment
6664,555,Nintendo
5089,556,Electronic Arts
17852,557,LucasArts
9183,558,Electronic Arts
16178,559,Nintendo
16402,560,Electronic Arts
3416,561,Electronic Arts
406,562,Level 5
9177,563,Electronic Arts
2909,564,Square Enix
18727,565,Arena Entertainment
12293,566,Activision
6399,567,Activision
2579,568,Electronic Arts
18651,569,Microsoft Game Studios
1826,570,Disney Interactive Studios
18648,571,Ubisoft
14539,572,Activision
19302,573,Electronic Arts
14457,574,Nintendo
5440,575,Nintendo
19622,576,LucasArts
565,577,Take-Two Interactive
16491,578,Sony Computer Entertainment
5516,579,Microsoft Game Studios
9247,580,Sony Computer Entertainment
18053,581,Sega
18133,582,Nintendo
15104,583,Electronic Arts
12790,584,Electronic Arts
9389,585,Take-Two Interactive
12195,586,Nintendo
12711,587,Electronic Arts
15181,588,Nintendo
1568,589,Sega
15017,590,Electronic Arts
8741,591,Sony Computer Entertainment
3233,592,Electronic Arts
13935,593,Sony Computer Entertainment
13624,594,Sony Computer Entertainment
2725,595,Take-Two Interactive
16335,596,Capcom
7370,597,THQ
11428,598,Sony Computer Entertainment
3931,599,Nintendo
19661,600,Electronic Arts
195,601,Electronic Arts
7333,602,Sega
19656,603,Enix Corporation
14774,604,Electronic Arts
8391,605,Nintendo
12771,606,Konami Digital Entertainment
12016,607,Electronic Arts
17028,608,Atari
3490,609,Acclaim Entertainment
1786,610,Nintendo
42,611,Midway Games
5937,612,Capcom
10025,613,Square Enix
6528,614,Activision
62,615,Konami Digital Entertainment
1677,616,Nintendo
18757,617,THQ
8924,618,Take-Two Interactive
1048,619,Warner Bros. Interactive Entertainment
14365,620,Midway Games
13293,621,Sony Computer Entertainment
19129,622,Disney Interactive Studios
2814,623,Eidos Interactive
6841,624,Take-Two Interactive
710,625,Electronic Arts
13853,626,Take-Two Interactive
976,627,Nintendo
11024,628,THQ
1329,629,Take-Two Interactive
7433,630,SquareSoft
8721,631,SquareSoft
3608,632,Sony Computer Entertainment
10112,633,Microsoft Game Studios
11261,634,Electronic Arts
10101,635,Electronic Arts
19435,636,Red Orb
15054,637,Ubisoft
7838,638,Sega
17693,639,Nintendo
7405,640,Konami Digital Entertainment
16129,641,Atari
2658,642,Sony Computer Entertainment
6566,643,Capcom
9569,644,Microsoft Game Studios
17493,645,Electronic Arts
7331,646,Electronic Arts
17083,647,JVC
6903,648,Nintendo
18553,649,Electronic Arts
11883,650,Konami Digital Entertainment
418,651,Electronic Arts
4246,652,505 Games
4682,653,LucasArts
18270,655,Hasbro Interactive
6826,656,Warner Bros. Interactive Entertainment
7280,657,Deep Silver
2284,658,RedOctane
11259,659,LucasArts
13991,660,Microsoft Game Studios
12199,661,THQ
18089,662,Sony Computer Entertainment
16226,663,Take-Two Interactive
18346,664,Electronic Arts
9082,665,Konami Digital Entertainment
19769,666,Electronic Arts
880,667,Vivendi Games
16472,668,THQ
9716,669,Activision
9597,670,Electronic Arts
707,671,Microsoft Game Studios
17918,672,Nintendo
13977,673,Warner Bros. Interactive Entertainment
8547,674,Nintendo
5545,675,Eidos Interactive
2612,676,Take-Two Interactive
16116,677,Activision
5574,678,THQ
14685,679,Ubisoft
11872,680,Capcom
17669,681,Electronic Arts
19842,682,Nintendo
17397,683,Take-Two Interactive
4602,684,Ubisoft
10289,685,Nintendo
3827,686,Take-Two Interactive
12109,687,Electronic Arts
3100,688,Nintendo
231,689,Electronic Arts
3706,690,SquareSoft
7625,691,989 Studios
14015,692,Warner Bros. Interactive Entertainment
3247,693,NCSoft
8009,694,Nintendo
5780,695,Deep Silver
19999,696,Eidos Interactive
19003,697,Sony Computer Entertainment
7575,698,Electronic Arts
19452,699,Konami Digital Entertainment
3111,700,Ubisoft
14082,701,Level 5
2434,702,Nintendo
12331,703,Electronic Arts
5299,704,LucasArts
13869,705,Take-Two Interactive
9565,706,Codemasters
2014,707,Nintendo
13839,708,Sega
13205,709,Sega
10244,710,Nintendo
10787,711,Nintendo
398,712,Activision
19063,713,Activision
19264,714,Capcom
3799,715,Sony Computer Entertainment Europe
9308,716,Capcom
11824,717,UEP Systems
19116,718,Nintendo
19387,719,Electronic Arts
12458,720,Nintendo
823,721,Square Enix
2533,722,Sega
15069,723,Vivendi Games
18213,724,Konami Digital Entertainment
8348,725,Activision
12960,726,Konami Digital Entertainment
455,727,Nintendo
3294,728,Ubisoft
3948,729,Warner Bros. Interactive Entertainment
16529,730,Nintendo
10677,731,Electronic Arts
5068,732,Take-Two Interactive
980,733,Ubisoft
14412,734,Capcom
3282,735,Electronic Arts
13256,736,Parker Bros.
9798,737,Activision
16997,738,Nintendo
1896,739,Namco Bandai Games
13227,740,Sega
15906,741,Disney Interactive Studios
7436,742,Konami Digital Entertainment
19002,743,THQ
4766,744,Activision
15523,745,Nintendo
3782,746,Nintendo
14224,747,Square Enix
4514,748,Konami Digital Entertainment
5159,749,THQ
13775,750,Microsoft Game Studios
17238,751,Electronic Arts
348,752,Nintendo
9831,753,Nintendo
9279,754,Square Enix
1043,755,Nintendo
12208,756,Nintendo
2600,757,Electronic Arts
3913,758,Ubisoft
225,759,Sony Computer Entertainment
4369,760,Ubisoft
18805,761,Nintendo
959,762,Electronic Arts
14019,763,Activision
6985,764,Nintendo
18788,765,Nintendo
18606,766,Nintendo
536,767,Maxis
12289,768,Imagic
16969,769,Konami Digital Entertainment
11048,770,Nintendo
6804,771,SquareSoft
10871,772,Ubisoft
548,773,Disney Interactive Studios
8550,774,Square Enix
6490,775,Nintendo
17091,776,Microsoft Game Studios
5766,777,Nintendo
4028,778,Take-Two Interactive
19658,779,Take-Two Interactive
16316,780,Activision
16113,781,Konami Digital Entertainment
1742,782,Electronic Arts
18463,783,Nintendo
9949,784,MTV Games
12062,785,Tecmo Koei
6490,786,Warner Bros. Interactive Entertainment
4906,787,SquareSoft
15638,788,THQ
4622,789,Microsoft Game Studios
13242,790,Electronic Arts
7715,791,Valve Software
7484,792,Capcom
7666,793,ASCII Entertainment
19498,794,Capcom
8522,795,THQ
14056,796,Take-Two Interactive
1298,797,Mindscape
18792,798,Electronic Arts
4432,799,Electronic Arts
11825,800,Konami Digital Entertainment
17090,801,Activision
1120,802,THQ
12582,803,Electronic Arts
10737,804,Konami Digital Entertainment
19586,805,Nintendo
18020,806,Take-Two Interactive
11794,807,Electronic Arts
14165,808,Activision
9373,809,Electronic Arts
7995,810,Take-Two Interactive
6388,811,Square Enix
466,812,THQ
1540,813,Namco Bandai Games
463,814,Konami Digital Entertainment
1144,815,Electronic Arts
10721,816,Electronic Arts
5956,817,Ubisoft
480,818,Nintendo
8799,819,THQ
12686,820,Namco Bandai Games
9830,821,Namco Bandai Games
11094,822,Nintendo
9386,823,Electronic Arts
11528,824,Take-Two Interactive
19190,825,Take-Two Interactive
5445,826,Nintendo
9358,827,Infogrames
9397,828,Activision
8653,829,Arena Entertainment
16481,830,Microsoft Game Studios
3193,831,Square Enix
3175,832,Microsoft Game Studios
14597,833,Ubisoft
16574,834,Sony Computer Entertainment
4342,835,Ubisoft
13180,836,Nintendo
8112,837,Electronic Arts
6158,838,Electronic Arts
18150,839,Nintendo
16642,840,Ubisoft
19623,841,Electronic Arts
3511,842,Electronic Arts
6734,843,Activision
5806,844,Electronic Arts
17326,845,Microsoft Game Studios
3641,846,Midway Games
5511,847,Ubisoft
7923,848,Warner Bros. Interactive Entertainment
1445,849,Nintendo
17878,850,Sony Computer Entertainment
14744,851,Nintendo
3783,852,Midway Games
16471,853,Activision
778,854,Nintendo
17376,855,Electronic Arts
11553,856,Electronic Arts
13109,857,Nintendo
10426,858,Electronic Arts
2906,859,Capcom
9072,860,Electronic Arts
13076,861,Sega
9876,862,Universal Interactive
19384,863,Activision
7181,864,Capcom
5329,865,Electronic Arts
15843,866,Atari
9709,867,Take-Two Interactive
19015,868,Sony Computer Entertainment
8285,869,Nintendo
9872,870,Nintendo
2389,871,Nintendo
4251,872,Ubisoft
17897,873,Activision
17457,874,Vivendi Games
17553,875,Take-Two Interactive
6126,876,LucasArts
6695,877,Electronic Arts
5487,878,Electronic Arts
10593,879,Electronic Arts
17467,880,Disney Interactive Studios
4126,881,THQ
9112,882,Nintendo
12304,883,Atari
12536,884,Sony Computer Entertainment
7880,885,Ubisoft
1081,886,Activision
19791,887,Warner Bros. Interactive Entertainment
4075,888,Activision
11183,889,Acclaim Entertainment
5156,890,Sega
5018,891,Nintendo
560,892,Midway Games
6749,893,Ubisoft
4119,894,Nintendo
10227,895,Square Enix
3869,896,Nintendo
14036,897,Electronic Arts
4028,898,Electronic Arts
7732,899,THQ
11230,900,Electronic Arts
15439,901,THQ
3743,902,Sony Computer Entertainment
1874,903,Disney Interactive Studios
12553,904,Nintendo
9910,905,LucasArts
18438,906,Midway Games
187,907,Activision
18497,908,LucasArts
9072,909,LucasArts
14953,910,Take-Two Interactive
15222,911,Electronic Arts
7950,912,Electronic Arts
14000,913,Nintendo
12599,914,Sony Computer Entertainment
10383,915,Konami Digital Entertainment
4063,916,Midway Games
6752,917,Sony Computer Entertainment
10514,918,Electronic Arts
2348,919,THQ
17437,920,Disney Interactive Studios
6331,921,Nintendo
17776,922,Electronic Arts
14629,923,THQ
13618,924,Nintendo
5758,925,Nintendo
2897,926,Electronic Arts
5185,927,Activision
11282,928,Sony Computer Entertainment
16477,929,Acclaim Entertainment
18232,930,Sony Computer Entertainment
12737,931,Sony Computer Entertainment
7851,932,Electronic Arts
17078,933,Disney Interactive Studios
3938,934,SquareSoft
11423,935,Activision
18092,936,Nintendo
1196,937,Sony Computer Entertainment
14135,938,Ubisoft
10446,939,Square Enix
7875,940,Nintendo
5655,941,Sony Computer Entertainment
2881,942,Unknown
9330,943,Namco Bandai Games
18247,944,Electronic Arts
2383,945,Nintendo
11339,946,THQ
1708,947,Activision
12851,948,Sony Computer Entertainment
19620,949,Square Enix
17607,950,SquareSoft
8809,951,Electronic Arts
17419,952,Sony Computer Entertainment
16054,953,Nintendo
7572,954,Sega
13633,955,Namco Bandai Games
514,956,Electronic Arts
15482,957,Nintendo
793,958,Nintendo
11194,959,Bethesda Softworks
8908,960,Konami Digital Entertainment
16776,961,Sega
2186,962,Sega
8505,963,Sony Computer Entertainment
12100,964,Activision
7320,965,Sega
12432,966,Electronic Arts
6135,967,Take-Two Interactive
16123,968,989 Studios
4275,969,Activision
6527,970,Virgin Interactive
13159,971,Sony Computer Entertainment
13043,972,Microsoft Game Studios
354,973,Take-Two Interactive
9068,974,Square Enix
13931,975,THQ
18281,976,Sony Computer Entertainment
15493,977,Nintendo
8537,978,Square Enix
6608,979,Capcom
19754,980,Nintendo
2863,981,Vivendi Games
15481,982,Disney Interactive Studios
631,983,Nintendo
12457,984,Electronic Arts
2938,985,Square
9275,986,Nintendo
18681,987,Microsoft Game Studios
11100,988,THQ
11395,989,Nintendo
12315,990,Acclaim Entertainment
3838,991,THQ
4667,992,Nintendo
8746,993,Sega
11653,994,Nintendo
9376,995,Electronic Arts
13962,996,Ubisoft
4443,997,Take-Two Interactive
1085,998,Take-Two Interactive
14828,999,Square Enix
17935,1000,THQ
15450,1001,Activision
1656,1002,Electronic Arts
17730,1003,Electronic Arts
15484,1004,Activision
18210,1005,Electronic Arts
4299,1006,Square Enix
12667,1007,Activision
19487,1008,Konami Digital Entertainment
15212,1009,Microsoft Game Studios
8680,1010,Nintendo
7797,1011,Capcom
17226,1012,Nintendo
5495,1013,505 Games
8871,1014,Konami Digital Entertainment
11688,1015,THQ
8247,1016,LucasArts
114,1017,Namco Bandai Games
1344,1018,Valve
6612,1019,MTV Games
7845,1020,Microsoft Game Studios
5305,1021,Sega
16813,1022,Nintendo
5801,1023,Electronic Arts
7823,1024,Activision
8249,1025,Sony Computer Entertainment
13857,1026,Activision
1385,1027,Electronic Arts
2201,1028,Activision
15226,1029,989 Studios
9383,1030,Electronic Arts
6696,1031,Disney Interactive Studios
9932,1032,Universal Interactive
12824,1033,Bethesda Softworks
1222,1034,Take-Two Interactive
3365,1035,Sony Computer Entertainment
15927,1036,Bethesda Softworks
17735,1037,Activision
13175,1038,Ubisoft
9067,1039,Activision
10861,1040,Electronic Arts
16884,1041,Ubisoft
14486,1042,Electronic Arts
8933,1043,Warner Bros. Interactive Entertainment
3861,1044,Activision
11479,1045,Mindscape
13964,1046,Sony Computer Entertainment Europe
4277,1047,Electronic Arts
16304,1048,Nintendo
7042,1049,THQ
13366,1050,Activision Value
12882,1051,Ubisoft
16271,1052,Electronic Arts
7584,1053,Namco Bandai Games
11841,1054,Nintendo
5514,1055,Nintendo
17776,1056,Banpresto
2739,1057,D3Publisher
5329,1058,Electronic Arts
14376,1059,Sony Computer Entertainment
9628,1060,Take-Two Interactive
3661,1061,THQ
9427,1062,Deep Silver
7521,1063,Sony Computer Entertainment
16795,1064,Electronic Arts
7290,1065,Electronic Arts
13172,1066,THQ
13240,1067,THQ
19053,1068,Electronic Arts
6144,1069,Electronic Arts
107,1070,Infogrames
17244,1071,Take-Two Interactive
13531,1072,Capcom
382,1073,Activision
3905,1074,LucasArts
13300,1075,Oxygen Interactive
756,1076,Sony Computer Entertainment
7020,1077,Warner Bros. Interactive Entertainment
19002,1078,Nintendo
9795,1079,Namco Bandai Games
12019,1080,Electronic Arts
2492,1081,LucasArts
13004,1082,Electronic Arts
17972,1083,Nintendo
12140,1084,Ubisoft
10495,1085,Electronic Arts
9184,1086,THQ
16647,1087,Electronic Arts
14017,1088,Electronic Arts
15770,1089,Sony Computer Entertainment Europe
16205,1090,Activision
11651,1091,Capcom
4762,1092,Activision
6003,1093,THQ
13679,1094,Activision
2380,1095,Microsoft Game Studios
4073,1096,Midway Games
12796,1097,Electronic Arts
5176,1098,THQ
17055,1099,Warner Bros. Interactive Entertainment
15742,1100,Sony Computer Entertainment
10054,1101,Sega
8635,1102,Electronic Arts
5991,1103,Take-Two Interactive
6005,1104,Midway Games
10740,1105,Electronic Arts
